frame,detections,avg_conf,small_boxes,medium_boxes,large_boxes,deepsort_tracks,bytetrack_tracks,frame_time_ms,fps,gpu_memory_mb
159,11,0.35943081974983215,11,0,0,11,11,53.85851860046387,18.567164971956494,165.9951171875
160,10,0.3293607831001282,10,0,0,12,10,53.26271057128906,18.774861235452104,165.9951171875
161,10,0.3639489412307739,10,0,0,12,10,97.76473045349121,10.228637621782443,165.9951171875
162,8,0.35450801253318787,8,0,0,10,8,94.6803092956543,10.561858188246315,165.9951171875
163,9,0.4228774905204773,9,0,0,10,9,97.55229949951172,10.250911614902583,165.9951171875
164,11,0.42512547969818115,11,0,0,12,11,95.1380729675293,10.511039048912634,165.9951171875
165,6,0.45205187797546387,6,0,0,10,6,88.9589786529541,11.241136253386971,165.9951171875
166,8,0.4491118788719177,8,0,0,7,8,93.12987327575684,10.737693124943998,165.9951171875
167,8,0.40276825428009033,8,0,0,9,8,71.67601585388184,13.95166832429124,165.9951171875
168,7,0.3874676525592804,7,0,0,10,7,93.9781665802002,10.64076940835623,165.9951171875
169,6,0.3780425488948822,6,0,0,8,6,78.9804458618164,12.66136179769854,165.9951171875
170,5,0.3560519218444824,5,0,0,8,5,66.40076637268066,15.060067144216442,165.9951171875
171,7,0.46624690294265747,7,0,0,7,7,72.10969924926758,13.86775996032402,165.9951171875
172,5,0.3775482475757599,5,0,0,8,5,82.14664459228516,12.173351753601821,165.9951171875
173,9,0.4480372965335846,9,0,0,9,9,76.90048217773438,13.003819633910412,165.9951171875
174,8,0.4657065272331238,8,0,0,11,8,92.62418746948242,10.796316030620808,165.9951171875
175,6,0.43527278304100037,6,0,0,9,6,50.89569091796875,19.64802878129216,165.9951171875
176,6,0.44023022055625916,6,0,0,8,6,41.236162185668945,24.250559387593448,165.9951171875
177,7,0.44827964901924133,7,0,0,9,7,59.07559394836426,16.92746417199059,165.9951171875
178,7,0.45687201619148254,7,0,0,8,7,48.67148399353027,20.54591144442866,165.9951171875
179,7,0.3963377773761749,7,0,0,8,7,47.63078689575195,20.994824254922964,165.9951171875
180,9,0.4054674208164215,9,0,0,10,9,45.821189880371094,21.823964035215518,165.9951171875
181,10,0.3684774339199066,10,0,0,11,10,95.52240371704102,10.468748284038437,165.9951171875
182,8,0.4196387827396393,8,0,0,11,8,92.2698974609375,10.837770795435754,165.9951171875
183,8,0.44806739687919617,8,0,0,11,8,80.58643341064453,12.409036579448763,165.9951171875
184,9,0.37258756160736084,9,0,0,11,9,78.22251319885254,12.784043354089896,165.9951171875
185,9,0.3782367408275604,9,0,0,12,9,98.58965873718262,10.143051642624814,165.9951171875
186,8,0.40254950523376465,8,0,0,10,8,91.77589416503906,10.896107404867303,165.9951171875
187,5,0.5162262916564941,5,0,0,8,5,73.25530052185059,13.650889326455225,165.9951171875
188,6,0.40907764434814453,6,0,0,8,6,59.16476249694824,16.901952408776772,165.9951171875
189,5,0.414614737033844,5,0,0,7,5,79.78153228759766,12.534229054352894,165.9951171875
190,2,0.6537224054336548,2,0,0,6,2,35.414695739746094,28.236865490776896,165.9951171875
191,6,0.4220820963382721,6,0,0,4,6,76.26771926879883,13.111707149332583,165.9951171875
192,6,0.5048467516899109,6,0,0,6,6,58.85195732116699,16.991788302686324,165.9951171875
193,5,0.5391150712966919,5,0,0,7,5,85.82592010498047,11.651491749541641,165.9951171875
194,8,0.41779273748397827,8,0,0,8,8,73.64964485168457,13.57779799228899,165.9951171875
195,11,0.38475266098976135,11,0,0,11,11,68.53032112121582,14.592081047325154,165.9951171875
196,10,0.4267818033695221,10,0,0,15,10,52.83927917480469,18.925314947839585,165.9951171875
197,9,0.4432591199874878,9,0,0,11,9,51.18536949157715,19.5368326913134,165.9951171875
198,12,0.41171908378601074,12,0,0,11,12,58.92825126647949,16.969789167472477,165.9951171875
199,11,0.3881228268146515,11,0,0,12,11,55.11808395385742,18.14286579404971,165.9951171875
200,8,0.5019370913505554,8,0,0,10,8,49.90649223327637,20.037473187370715,165.9951171875
