frame,detections,avg_conf,small_boxes,medium_boxes,large_boxes,deepsort_tracks,bytetrack_tracks,frame_time_ms,fps,gpu_memory_mb
196,12,0.48172029852867126,12,0,0,13,12,67.02923774719238,14.918862777040703,369.95263671875
197,11,0.4527030885219574,11,0,0,11,11,60.690879821777344,16.476940241047156,369.95263671875
198,10,0.536948561668396,10,0,0,11,10,52.42729187011719,19.074034998362862,369.95263671875
199,12,0.45115402340888977,12,0,0,11,12,60.45413017272949,16.541467012142938,369.95263671875
200,15,0.4268665015697479,15,0,0,13,15,73.2431411743164,13.65315555787034,369.95263671875
201,11,0.4717564880847931,11,0,0,17,11,63.9796257019043,15.629975777901993,369.95263671875
202,16,0.42634880542755127,16,0,0,16,16,73.62699508666992,13.581974910463904,369.95263671875
203,15,0.43091046810150146,15,0,0,17,15,77.41189002990723,12.917912217537397,369.95263671875
204,6,0.5131258964538574,6,0,0,14,6,60.68706512451172,16.477975956627642,369.95263671875
205,10,0.45426374673843384,10,0,0,7,10,58.28428268432617,17.15728415868315,369.95263671875
206,11,0.4751723110675812,11,0,0,8,11,59.73362922668457,16.740988500884086,369.95263671875
207,17,0.4049464166164398,17,0,0,13,17,90.00229835510254,11.110827370813542,369.95263671875
208,12,0.48215994238853455,12,0,0,16,12,65.66929817199707,15.227816161227432,369.95263671875
209,12,0.4440354108810425,12,0,0,9,12,61.66481971740723,16.216701915009608,369.95263671875
210,9,0.4637996256351471,9,0,0,8,9,57.56711959838867,17.371027193585526,369.95263671875
211,10,0.5007411241531372,10,0,0,8,10,58.73680114746094,17.02510147751258,369.95263671875
212,13,0.4871542155742645,13,0,0,10,13,97.79119491577148,10.225869525996792,369.95263671875
213,12,0.5026686787605286,12,0,0,13,12,92.2555923461914,10.839451295781345,369.95263671875
214,11,0.5018337368965149,11,0,0,13,11,62.81280517578125,15.920320660755497,369.95263671875
215,10,0.5239927172660828,10,0,0,10,10,88.78517150878906,11.263142065350491,369.95263671875
216,13,0.5029658079147339,13,0,0,10,13,94.64097023010254,10.566248397165408,369.95263671875
217,11,0.530106782913208,11,0,0,12,11,89.84255790710449,11.130582468878291,369.95263671875
218,13,0.46209394931793213,13,0,0,11,13,95.83926200866699,10.434137106664776,369.95263671875
219,13,0.4552428424358368,13,0,0,13,13,95.12066841125488,10.51296228992518,369.95263671875
220,12,0.491007924079895,12,0,0,12,12,92.71740913391113,10.785460997467117,369.95263671875
221,13,0.4771665334701538,13,0,0,13,13,92.90456771850586,10.763733415454102,369.95263671875
222,14,0.5032875537872314,14,0,0,14,14,94.8021411895752,10.548284959095035,369.95263671875
223,13,0.5214150547981262,13,0,0,14,13,84.02872085571289,11.900692879963229,369.95263671875
224,12,0.523080050945282,12,0,0,13,12,93.38092803955078,10.708824821021885,369.95263671875
225,10,0.5962108373641968,10,0,0,13,10,62.830448150634766,15.915850187834403,369.95263671875
226,12,0.5384181141853333,12,0,0,13,12,61.602115631103516,16.233208709719868,369.95263671875
227,14,0.5016416907310486,14,0,0,16,14,67.05021858215332,14.914194482076883,369.95263671875
228,14,0.49016669392585754,14,0,0,16,14,70.27697563171387,14.229411425450277,369.95263671875
229,14,0.4897380471229553,14,0,0,16,14,70.21307945251465,14.242360651284402,369.95263671875
230,14,0.502633810043335,14,0,0,17,14,65.87386131286621,15.180528058777755,369.95263671875
231,11,0.5650792121887207,11,0,0,13,11,62.17646598815918,16.083255683757244,369.95263671875
232,15,0.48982375860214233,15,0,0,15,15,106.08196258544922,9.426673259315862,369.95263671875
233,10,0.5252745747566223,10,0,0,13,10,62.711477279663086,15.94604438260129,369.95263671875
234,12,0.5467879772186279,12,0,0,11,12,60.35804748535156,16.567799020382367,369.95263671875
235,10,0.5697940587997437,10,0,0,11,10,60.227155685424805,16.603805851685003,369.95263671875
236,15,0.49014899134635925,15,0,0,12,15,73.87328147888184,13.536693916675004,369.95263671875
237,16,0.4516066908836365,16,0,0,16,16,105.56960105895996,9.4724237845846,369.95263671875
238,13,0.48455336689949036,13,0,0,15,13,67.63434410095215,14.785387709347537,369.95263671875
239,12,0.4885110557079315,12,0,0,12,12,62.813758850097656,15.920078949366127,369.95263671875
240,10,0.518363356590271,10,0,0,10,10,64.5589828491211,15.489711204667996,369.95263671875
241,11,0.5148464441299438,11,0,0,10,11,58.15386772155762,17.195760818317858,369.95263671875
242,11,0.5050215125083923,11,0,0,12,11,57.355642318725586,17.43507629891049,369.95263671875
243,10,0.5176092982292175,10,0,0,13,10,50.06742477416992,19.97306641015629,369.95263671875
244,13,0.45965543389320374,13,0,0,14,13,63.83085250854492,15.666405205321858,369.95263671875
245,9,0.5632251501083374,9,0,0,12,9,52.82735824584961,18.929585601198696,369.95263671875
246,7,0.599821925163269,7,0,0,10,7,46.512603759765625,21.499548921512343,369.95263671875
247,12,0.47734037041664124,12,0,0,10,12,71.99215888977051,13.890401613474767,369.95263671875
248,10,0.5062823295593262,10,0,0,13,10,60.78743934631348,16.45076698004793,369.95263671875
249,12,0.49740007519721985,12,0,0,11,12,67.44980812072754,14.825839062582846,369.95263671875
250,12,0.4966440200805664,12,0,0,13,12,68.56918334960938,14.583810848400557,369.95263671875
251,9,0.5234532356262207,9,0,0,14,9,56.16164207458496,17.80574718011199,369.95263671875
252,9,0.5485015511512756,9,0,0,9,9,54.95595932006836,18.19638875150758,369.95263671875
253,9,0.46283021569252014,9,0,0,9,9,53.83706092834473,18.574565229906693,369.95263671875
254,13,0.46117210388183594,13,0,0,13,13,60.69445610046387,16.475969375930486,369.95263671875
255,9,0.5271474719047546,9,0,0,14,9,57.47413635253906,17.399130521355325,369.95263671875
256,8,0.5193766355514526,8,0,0,10,8,47.33157157897949,21.12754693410839,369.95263671875
257,10,0.4991937577724457,10,0,0,11,10,54.98981475830078,18.185185827509063,369.95263671875
258,12,0.4613751173019409,12,0,0,14,12,57.29317665100098,17.45408543309544,369.95263671875
259,14,0.47084999084472656,14,0,0,14,14,73.98533821105957,13.516191507394051,369.95263671875
260,10,0.5501298904418945,10,0,0,13,10,61.22279167175293,16.333786367689953,369.95263671875
261,10,0.529226541519165,10,0,0,13,10,55.18698692321777,18.1202137632792,369.95263671875
262,12,0.47241243720054626,12,0,0,13,12,57.57021903991699,17.370091979442325,369.95263671875
263,12,0.494531512260437,12,0,0,15,12,68.17007064819336,14.66919412715178,369.95263671875
264,13,0.48222076892852783,13,0,0,15,13,70.43170928955078,14.198150379808538,369.95263671875
265,13,0.49525150656700134,13,0,0,14,13,69.3824291229248,14.41287099113092,369.95263671875
266,14,0.48066845536231995,14,0,0,14,14,72.4782943725586,13.79723417413387,369.95263671875
267,12,0.5085378289222717,12,0,0,14,12,59.885263442993164,16.698598995927174,369.95263671875
268,13,0.49456626176834106,13,0,0,12,13,70.13082504272461,14.259065102838688,369.95263671875
269,14,0.5232661366462708,14,0,0,13,14,73.82965087890625,13.54469360338948,369.95263671875
270,14,0.5369407534599304,14,0,0,14,14,72.98660278320312,13.701144619244237,369.95263671875
271,13,0.5488998889923096,13,0,0,14,13,70.98960876464844,14.086568688035682,369.95263671875
272,14,0.5207965970039368,14,0,0,14,14,72.8456974029541,13.727646733456178,369.95263671875
273,11,0.5203884243965149,11,0,0,13,11,69.66686248779297,14.354026638923491,369.95263671875
274,9,0.5226298570632935,9,0,0,10,9,66.0710334777832,15.135225640692546,369.95263671875
